character	act	scene	fromline	toline	lines	words	text
SHIPMASTER	1	1	3	4	2	16	Good, speak to th’ mariners. Fall to ’t yarely,<br>or we run ourselves aground. Bestir, bestir!
STEPHANO-TMP	2	2	1104	1106	14	112	<span class="song" data-words="13">I shall no more to sea, to sea.<br>Here shall I die ashore—</span>This is a very scurvy tune to sing at a man’s funeral.<br>Well, here’s my comfort.<span class="song" data-words="71">The master, the swabber, the boatswain, and I,<br>The gunner and his mate,<br>Loved Mall, Meg, and Marian, and Margery,<br>But none of us cared for Kate.<br>For she had a tongue with a tang,<br>Would cry to a sailor <span class="quote" data-words="2">Go hang!</span><br>She loved not the savor of tar nor of pitch,<br>Yet a tailor might scratch her where’er she did itch.<br>Then to sea, boys, and let her go hang!</span><br>This is a scurvy tune too. But here’s my comfort.
STEPHANO-TMP	2	2	1119	1123	7	65	What’s the matter? Have we devils here? Do<br>you put tricks upon ’s with savages and men of Ind?<br>Ha? I have not scaped drowning to be afeard now<br>of your four legs, for it hath been said <span class="quote" data-words="15">As proper aman as ever went on four legs cannot make him<br>give ground,</span> and it shall be said so again while<br>Stephano breathes at’ nostrils.
STEPHANO-TMP	2	2	1127	1133	7	66	This is some monster of the isle with four<br>legs, who hath got, as I take it, an ague. Where the<br>devil should he learn our language? I will give him<br>some relief, if it be but for that. If I can recover him<br>and keep him tame and get to Naples with him,<br>he’s a present for any emperor that ever trod on<br>neat’s leather.
STEPHANO-TMP	2	2	1136	1141	6	61	He’s in his fit now, and does not talk after<br>the wisest. He shall taste of my bottle. If he have<br>never drunk wine afore, it will go near to remove<br>his fit. If I can recover him and keep him tame, I will<br>not take too much for him. He shall pay for him that<br>hath him, and that soundly.
STEPHANO-TMP	2	2	1145	1150	6	44	Come on your ways. Open your mouth.<br>Here is that which will give language to you, cat.<br>Open your mouth. This will shake your shaking, I<br>can tell you, and that soundly. You<br>cannot tell who’s your friend. Open your chaps<br>again.
STEPHANO-TMP	2	2	1153	1159	7	58	Four legs and two voices—a most delicate<br>monster! His forward voice now is to speak well of<br>his friend. His backward voice is to utter foul<br>speeches and to detract. If all the wine in my bottle<br>will recover him, I will help his ague. Come.<br>Amen! I will pour some in thy<br>other mouth.
STEPHANO-TMP	2	2	1161	1163	3	24	Doth thy other mouth call me? Mercy, mercy,<br>this is a devil, and no monster! I will leave him; I<br>have no long spoon.
STEPHANO-TMP	2	2	1167	1172	6	48	If thou be’st Trinculo, come forth. I’ll pull<br>thee by the lesser legs. If any be Trinculo’s legs,<br>these are they.<br>Thou art very Trinculo indeed. How<br>cam’st thou to be the siege of this mooncalf? Can<br>he vent Trinculos?
STEPHANO-TMP	2	2	1179	1180	2	11	Prithee, do not turn me about. My stomach<br>is not constant.
STEPHANO-TMP	2	2	1184	1189	6	49	How didst thou scape? How<br>cam’st thou hither? Swear by this bottle how thou<br>cam’st hither—I escaped upon a butt of sack, which<br>the sailors heaved o’erboard—by this bottle, which<br>I made of the bark of a tree with mine own hands,<br>since I was cast ashore.
STEPHANO-TMP	2	2	1192	1193	2	6	Here. Swear then how thou<br>escapedst.
STEPHANO-TMP	2	2	1196	1198	3	19	Here, kiss the book.<br>Though thou canst swim like a duck, thou art made<br>like a goose.
STEPHANO-TMP	2	2	1200	1202	3	25	The whole butt, man. My cellar is in a rock<br>by th’ seaside, where my wine is hid.—How now,<br>mooncalf, how does thine ague?
STEPHANO-TMP	2	2	1204	1205	2	18	Out o’ th’ moon, I do assure thee. I was the<br>man i’ th’ moon when time was.
STEPHANO-TMP	2	2	1209	1210	2	18	Come, swear to that. Kiss the book. I will<br>furnish it anon with new contents. Swear.
STEPHANO-TMP	2	2	1220	1220	1	6	Come on, then. Down, and swear.
STEPHANO-TMP	2	2	1224	1224	1	2	Come, kiss.
STEPHANO-TMP	2	2	1240	1244	5	37	I prithee now, lead the way without any<br>more talking.—Trinculo, the King and all our<br>company else being drowned, we will inherit here.<br>—Here, bear my bottle.—Fellow Trinculo, we’ll<br>fill him by and by again.
STEPHANO-TMP	2	2	1255	1255	1	6	O brave monster! Lead the way.
STEPHANO-TMP	3	2	1371	1374	4	27	Tell not me. When the butt is<br>out, we will drink water; not a drop before. Therefore<br>bear up and board ’em.—Servant monster,<br>drink to me.
STEPHANO-TMP	3	2	1379	1380	2	15	Drink, servant monster, when I bid thee.<br>Thy eyes are almost set in thy head.
STEPHANO-TMP	3	2	1383	1387	5	41	My man-monster hath drowned his tongue<br>in sack. For my part, the sea cannot drown me. I<br>swam, ere I could recover the shore, five-and-thirty<br>leagues off and on, by this light.—Thou shalt be my<br>lieutenant, monster, or my standard.
STEPHANO-TMP	3	2	1390	1390	1	5	We’ll not run, Monsieur Monster.
STEPHANO-TMP	3	2	1393	1394	2	12	Mooncalf, speak once in thy life, if thou<br>be’st a good mooncalf.
STEPHANO-TMP	3	2	1408	1411	4	27	Trinculo, keep a good tongue in your head.<br>If you prove a mutineer, the next tree. The poor<br>monster’s my subject, and he shall not suffer<br>indignity.
STEPHANO-TMP	3	2	1414	1415	2	14	Marry, will I. Kneel and repeat it. I will<br>stand, and so shall Trinculo.
STEPHANO-TMP	3	2	1423	1425	3	20	Trinculo, if you trouble him any more in ’s<br>tale, by this hand, I will supplant some of your<br>teeth.
STEPHANO-TMP	3	2	1427	1428	2	9	Mum then, and no more.<br>Proceed.
STEPHANO-TMP	3	2	1433	1433	1	3	That’s most certain.
STEPHANO-TMP	3	2	1435	1436	2	13	How now shall this be compassed? Canst<br>thou bring me to the party?
STEPHANO-TMP	3	2	1445	1448	4	29	Trinculo, run into no further danger. Interrupt<br>the monster one word further, and by this<br>hand, I’ll turn my mercy out o’ doors and make a<br>stockfish of thee.
STEPHANO-TMP	3	2	1451	1451	1	6	Didst thou not say he lied?
STEPHANO-TMP	3	2	1453	1454	2	19	Do I so? Take thou that.<br>As you like this, give me the lie another time.
STEPHANO-TMP	3	2	1460	1461	2	11	Now forward with your tale.<br>Prithee, stand further off.
STEPHANO-TMP	3	2	1464	1465	2	8	Stand farther.<br>Come, proceed.
STEPHANO-TMP	3	2	1483	1483	1	6	Is it so brave a lass?
STEPHANO-TMP	3	2	1486	1489	4	31	Monster, I will kill this man. His daughter<br>and I will be king and queen—save our Graces!—<br>and Trinculo and thyself shall be viceroys.—Dost<br>thou like the plot, Trinculo?
STEPHANO-TMP	3	2	1491	1493	3	21	Give me thy hand. I am sorry I beat thee.<br>But while thou liv’st, keep a good tongue in thy<br>head.
STEPHANO-TMP	3	2	1496	1496	1	4	Ay, on mine honor.
STEPHANO-TMP	3	2	1501	1502	5	31	At thy request, monster, I will do reason,<br>any reason.—Come on, Trinculo, let us sing.<span class="song" data-words="14">Flout ’em and cout ’em<br>And scout ’em and flout ’em!<br>Thought is free.</span>
STEPHANO-TMP	3	2	1507	1507	1	4	What is this same?
STEPHANO-TMP	3	2	1510	1512	3	20	If thou be’st a<br>man, show thyself in thy likeness. If thou be’st a<br>devil, take ’t as thou list.
STEPHANO-TMP	3	2	1514	1515	2	12	He that dies pays all debts.—I defy thee!—<br>Mercy upon us.
STEPHANO-TMP	3	2	1517	1517	1	4	No, monster, not I.
STEPHANO-TMP	3	2	1527	1528	2	16	This will prove a brave kingdom to me,<br>where I shall have my music for nothing.
STEPHANO-TMP	3	2	1530	1531	2	10	That shall be by and by. I remember the<br>story.
STEPHANO-TMP	3	2	1534	1535	2	17	Lead, monster. We’ll follow.—I would I<br>could see this taborer. He lays it on. Wilt come?
STEPHANO-TMP	4	1	1889	1891	3	20	Monster, your fairy, which you say is a<br>harmless fairy, has done little better than played the<br>jack with us.
STEPHANO-TMP	4	1	1894	1895	2	17	So is mine.—Do you hear, monster. If I<br>should take a displeasure against you, look you—
STEPHANO-TMP	4	1	1903	1904	2	14	There is not only disgrace and dishonor in<br>that, monster, but an infinite loss.
STEPHANO-TMP	4	1	1907	1908	2	14	I will fetch off my bottle, though I be o’er<br>ears for my labor.
STEPHANO-TMP	4	1	1914	1915	2	11	Give me thy hand. I do begin to have bloody<br>thoughts.
STEPHANO-TMP	4	1	1923	1924	2	12	Put off that gown, Trinculo. By this hand,<br>I’ll have that gown.
STEPHANO-TMP	4	1	1931	1934	4	39	Be you quiet, monster.—Mistress Line, is<br>not this my jerkin?<br>Now is the jerkin under the line.—Now, jerkin, you<br>are like to lose your hair and prove a bald jerkin.
STEPHANO-TMP	4	1	1937	1940	4	39	I thank thee for that jest. Here’s a garment<br>for ’t. Wit shall not go unrewarded while I am king<br>of this country. <span class="quote" data-words="5">Steal by line and level</span> is an excellent<br>pass of pate. There’s another garment for ’t.
STEPHANO-TMP	4	1	1946	1948	3	28	Monster, lay to your fingers. Help to bear<br>this away where my hogshead of wine is, or I’ll turn<br>you out of my kingdom. Go to, carry this.
STEPHANO-TMP	4	1	1950	1950	1	3	Ay, and this.
STEPHANO-TMP	5	1	2274	2276	3	24	Every man shift for all the rest, and let no<br>man take care for himself, for all is but fortune.<br>Coraggio, bully monster, coraggio.
STEPHANO-TMP	5	1	2306	2307	2	11	O, touch me not! I am not Stephano, but a<br>cramp.
STEPHANO-TMP	5	1	2309	2309	1	8	I should have been a sore one, then.
TRINCULO	2	2	1079	1103	25	247	Here’s neither bush nor shrub to bear off<br>any weather at all. And another storm brewing; I<br>hear it sing i’ th’ wind. Yond same black cloud, yond<br>huge one, looks like a foul bombard that would shed<br>his liquor. If it should thunder as it did before, I<br>know not where to hide my head. Yond same cloud<br>cannot choose but fall by pailfuls.<br>What have we here, a man or a fish? Dead or<br>alive? A fish, he smells like a fish—a very ancient<br>and fishlike smell, a kind of not-of-the-newest poor-John.<br>A strange fish. Were I in England now, as once<br>I was, and had but this fish painted, not a holiday<br>fool there but would give a piece of silver. There<br>would this monster make a man. Any strange beast<br>there makes a man. When they will not give a doit to<br>relieve a lame beggar, they will lay out ten to see a<br>dead Indian. Legged like a man, and his fins like<br>arms! Warm, o’ my troth! I do now let loose my<br>opinion, hold it no longer: this is no fish, but an<br>islander that hath lately suffered by a thunderbolt.<br>Alas, the storm is come again. My best<br>way is to creep under his gaberdine. There is no<br>other shelter hereabout. Misery acquaints a man<br>with strange bedfellows. I will here shroud till the<br>dregs of the storm be past.
TRINCULO	2	2	1151	1152	2	19	I should know that voice. It should be—but<br>he is drowned, and these are devils. O, defend me!
TRINCULO	2	2	1160	1160	1	1	Stephano!
TRINCULO	2	2	1164	1166	3	22	Stephano! If thou be’st Stephano, touch me<br>and speak to me, for I am Trinculo—be not<br>afeard—thy good friend Trinculo.
TRINCULO	2	2	1173	1178	6	49	I took him to be killed with a thunderstroke.<br>But art thou not drowned, Stephano? I<br>hope now thou art not drowned. Is the storm<br>overblown? I hid me under the dead mooncalf’s<br>gaberdine for fear of the storm. And art thou living,<br>Stephano? O Stephano, two Neapolitans scaped!
TRINCULO	2	2	1194	1195	2	15	Swum ashore, man, like a duck. I can swim<br>like a duck, I’ll be sworn.
TRINCULO	2	2	1199	1199	1	7	O Stephano, hast any more of this?
TRINCULO	2	2	1211	1214	4	34	By this good light, this is a very shallow<br>monster. I afeard of him? A very weak monster. The<br>man i’ th’ moon? A most poor, credulous monster!<br>—Well drawn, monster, in good sooth!
TRINCULO	2	2	1217	1218	2	17	By this light, a most perfidious and drunken<br>monster. When ’s god’s asleep, he’ll rob his bottle.
TRINCULO	2	2	1221	1223	3	23	I shall laugh myself to death at this puppy-headed<br>monster. A most scurvy monster. I could<br>find in my heart to beat him—
TRINCULO	2	2	1225	1226	2	10	But that the poor monster’s in drink. An<br>abominable monster.
TRINCULO	2	2	1232	1233	2	12	A most ridiculous monster, to make a wonder<br>of a poor drunkard.
TRINCULO	2	2	1246	1246	1	6	A howling monster, a drunken monster.
TRINCULO	3	2	1375	1378	4	31	Servant monster? The folly of this island!<br>They say there’s but five upon this isle; we are three<br>of them. If th’ other two be brained like us, the state<br>totters.
TRINCULO	3	2	1381	1382	2	19	Where should they be set else? He were a<br>brave monster indeed if they were set in his tail.
TRINCULO	3	2	1388	1389	2	8	Your lieutenant, if you list. He’s no<br>standard.
TRINCULO	3	2	1391	1392	2	13	Nor go neither. But you’ll lie like dogs, and<br>yet say nothing neither.
TRINCULO	3	2	1397	1402	6	48	Thou liest, most ignorant monster. I am in<br>case to justle a constable. Why, thou debauched<br>fish, thou! Was there ever man a coward that hath<br>drunk so much sack as I today? Wilt thou tell a<br>monstrous lie, being but half a fish and half a<br>monster?
TRINCULO	3	2	1405	1406	2	11	<span class="quote" data-words="1">Lord,</span> quoth he? That a monster should be<br>such a natural!
TRINCULO	3	2	1426	1426	1	4	Why, I said nothing.
TRINCULO	3	2	1449	1450	2	11	Why, what did I? I did nothing. I’ll go<br>farther off.
TRINCULO	3	2	1455	1458	4	35	I did not give the lie! Out o’ your wits and<br>hearing too? A pox o’ your bottle! This can sack and<br>drinking do. A murrain on your monster, and the<br>devil take your fingers!
TRINCULO	3	2	1490	1490	1	1	Excellent.
TRINCULO	3	2	1508	1509	2	13	This is the tune of our catch played by the<br>picture of Nobody.
TRINCULO	3	2	1513	1513	1	5	O, forgive me my sins!
TRINCULO	3	2	1532	1533	2	13	The sound is going away. Let’s follow it, and<br>after do our work.
TRINCULO	3	2	1536	1536	1	3	I’ll follow, Stephano.
TRINCULO	4	1	1892	1893	2	15	Monster, I do smell all horse piss, at which<br>my nose is in great indignation.
TRINCULO	4	1	1896	1896	1	6	Thou wert but a lost monster.
TRINCULO	4	1	1902	1902	1	9	Ay, but to lose our bottles in the pool!
TRINCULO	4	1	1905	1906	2	14	That’s more to me than my wetting. Yet this<br>is your harmless fairy, monster!
TRINCULO	4	1	1916	1918	3	16	O King Stephano, O<br>peer, O worthy Stephano, look what a wardrobe<br>here is for thee!
TRINCULO	4	1	1920	1922	3	19	Oho, monster, we know what belongs to a<br>frippery. O King<br>Stephano!
TRINCULO	4	1	1925	1925	1	5	Thy Grace shall have it.
TRINCULO	4	1	1935	1936	2	13	Do, do. We steal by line and level, an ’t like<br>your Grace.
TRINCULO	4	1	1941	1942	2	13	Monster, come, put some lime upon your<br>fingers, and away with the rest.
TRINCULO	4	1	1949	1949	1	2	And this.
TRINCULO	5	1	2277	2278	2	15	If these be true spies which I wear in my<br>head, here’s a goodly sight.
TRINCULO	5	1	2302	2304	3	27	I have been in such a pickle since I saw you<br>last that I fear me will never out of my bones. I<br>shall not fear flyblowing.
